Id,FirstName,LastName,Company,Status,LeadSource,CreatedDate,AnnualRevenue,Sector,ProductInterest,State
00Qcd063546bc92,Liam,Williams,Gekko & Co 51,Closed - Converted,Trade Show,2025-08-09,2430847,Banking,Directors & Officers (D&O),Rio Grande do Sul
00Qf9be135a417a,John,Williams,Hooli 22,New,Web,2025-10-18,2833673,FinTech,Commercial Property,Minas Gerais
00Qff60f9cee7eb,Ivy,White,Virtucon 35,Working,Trade Show,2025-07-16,16615331,Banking,Corporate Life Insurance,Parana
00Qf5ece0527be0,Frank,Harris,Massive Dynamic 28,Nurturing,Cold Call,2025-06-16,5135224,Financial Services,Corporate Life Insurance,Rio de Janeiro
00Q0f6f5dce1343,Alice,Williams,Initech 85,Working,Web,2025-09-10,19431273,Financial Services,Corporate Life Insurance,Santa Catarina
00Qd27ca7c5390f,Jane,Doe,Virtucon 57,Closed - Converted,Cold Call,2025-01-25,355378,Healthcare,Pension Fund Management,Rio Grande do Sul
00Q5158d321b38f,Ivy,Johnson,Initech 69,Closed - Not Converted,Partner,2025-11-08,2339139,Insurance,Corporate Life Insurance,Rio Grande do Sul
00Q83ba56bdb714,Bob,Johnson,LexCorp 96,New,Web,2025-05-29,747864,Insurance,Group Health Insurance,Rio de Janeiro
00Qc698b203090c,Jack,Wilson,Oscorp 63,New,Trade Show,2025-06-09,5246735,Financial Services,Commercial Property,Sao Paulo
00Qb0de2402b82f,Ivy,Jackson,Acme Corp 15,Working,Web,2025-10-19,833747,Insurance,Group Health Insurance,Minas Gerais
00Q035ac8adda66,Bob,Harris,Virtucon 45,Working,Web,2025-06-20,4297090,Financial Services,Group Health Insurance,Minas Gerais
00Qeab61a5fe333,Liam,Jackson,Aperture Science 5,Closed - Converted,Cold Call,2025-09-03,1952784,FinTech,Group Health Insurance,Minas Gerais
00Qb7868b2f52ce,Frank,Johnson,Dunder Mifflin 55,Closed - Not Converted,Trade Show,2025-05-23,2871998,Financial Services,Commercial Property,Minas Gerais
00Qb152754cb9da,Bob,Johnson,Stark Ind 87,Closed - Not Converted,Referral,2025-04-17,3369624,Banking,Pension Fund Management,Bahia
00Q017706145278,Jack,Taylor,Aperture Science 57,New,Referral,2025-09-30,323446,FinTech,Fleet Auto Insurance,Distrito Federal
00Q7d052bbb7399,Ivy,Smith,Cyberdyne 65,New,LinkedIn,2025-10-03,12072136,Financial Services,Fleet Auto Insurance,Sao Paulo
00Qc89f8cf74536,John,Jackson,Gekko & Co 75,New,Web,2025-08-01,1799643,Retail,Group Health Insurance,Minas Gerais
00Q6d74f2d10d03,Kelly,Moore,Wayne Ent 1,New,Web,2025-03-02,5658002,Banking,Fleet Auto Insurance,Distrito Federal
00Q0596ec3fcd6e,Charlie,Brown,Virtucon 67,New,Partner,2025-11-04,292033,Insurance,Group Health Insurance,Minas Gerais
00Qc620d97ef849,David,Smith,Hooli 73,Closed - Converted,LinkedIn,2025-04-22,104021839,Financial Services,Cyber Liability Insurance,Sao Paulo
00Q736b89efc8a4,Jack,Davis,Hooli 53,Working,LinkedIn,2025-06-06,4518124,Financial Services,Fleet Auto Insurance,Minas Gerais
00Qa22fa98c6290,Kelly,Miller,Black Mesa 56,Closed - Not Converted,Partner,2025-06-27,1584761,Insurance,Cyber Liability Insurance,Santa Catarina
00Q3ac8041f448d,John,Jackson,Acme Corp 53,Closed - Converted,LinkedIn,2025-03-04,226545,Insurance,Corporate Life Insurance,Sao Paulo
00Q35043f545332,Alice,White,Oscorp 97,Nurturing,Referral,2025-06-29,369447,Insurance,Pension Fund Management,Minas Gerais
00Qe95a28873570,Frank,White,Stark Ind 55,New,LinkedIn,2025-03-16,9683993,Financial Services,Cyber Liability Insurance,Minas Gerais
00Qcbfd87688557,Charlie,Moore,Massive Dynamic 99,Closed - Converted,Cold Call,2025-11-10,18288212,Banking,Fleet Auto Insurance,Sao Paulo
00Qefc61817e9b5,John,Jackson,Gekko & Co 7,Nurturing,LinkedIn,2025-10-22,2395170,Financial Services,Cyber Liability Insurance,Minas Gerais
00Qc52f08fb8e79,Grace,Wilson,Initech 89,Working,Partner,2025-08-07,1666370,Insurance,Cyber Liability Insurance,Sao Paulo
00Q6a2741807c21,John,Johnson,Oscorp 8,New,Partner,2025-03-26,1827354,Retail,Directors & Officers (D&O),Distrito Federal
00Qe9542f1f9ac9,Mia,Harris,Vandelay Ind 11,New,LinkedIn,2025-04-14,76992016,Financial Services,Fleet Auto Insurance,Rio Grande do Sul
00Q1383bf480716,Ivy,Davis,Massive Dynamic 99,Nurturing,Cold Call,2025-11-26,1565806,Retail,Commercial Property,Distrito Federal
00Q8627f2d20145,Charlie,Jackson,Vandelay Ind 98,Nurturing,Trade Show,2025-10-12,3396146,Insurance,Commercial Property,Sao Paulo
00Q988101c198c5,David,Davis,Acme Corp 31,New,LinkedIn,2025-02-08,2358280,Insurance,Corporate Life Insurance,Sao Paulo
00Qd49f2014297f,John,White,Cyberdyne 24,Working,Trade Show,2025-07-04,81195718,Financial Services,Pension Fund Management,Minas Gerais
00Q151c87cc1213,Kelly,Wilson,Massive Dynamic 33,Working,Cold Call,2025-03-18,17138677,Financial Services,Directors & Officers (D&O),Minas Gerais
00Q94e171c2640f,John,Williams,Black Mesa 96,New,Cold Call,2025-04-23,49065824,Banking,Pension Fund Management,Distrito Federal
00Qaf660d11d066,Henry,Miller,Vandelay Ind 50,Nurturing,Partner,2025-10-01,594040,Insurance,Cyber Liability Insurance,Bahia
00Q5620c5fbe292,Henry,Taylor,Wayne Ent 68,Closed - Converted,Web,2025-06-12,40041066,Banking,Commercial Property,Minas Gerais
00Qbba1267f29b9,Ivy,Doe,Hooli 45,Working,Trade Show,2025-03-06,396328,Insurance,Fleet Auto Insurance,Distrito Federal
00Q6da0272b2369,Mia,Doe,Umbrella Corp 63,New,Cold Call,2025-02-12,6586670,Banking,Cyber Liability Insurance,Sao Paulo
00Q8a43cf136334,Liam,Thomas,Acme Corp 50,New,LinkedIn,2025-06-05,254424,Insurance,Fleet Auto Insurance,Sao Paulo
00Q8e8e1efeb69d,Alice,Smith,Oscorp 88,Working,Referral,2025-07-26,8037157,Insurance,Corporate Life Insurance,Rio Grande do Sul
00Q5b34cd35809a,Ivy,Doe,Initech 75,New,LinkedIn,2025-02-07,291688,FinTech,Commercial Property,Distrito Federal
00Q8bfc7ae8ffd6,Jack,Taylor,Vandelay Ind 6,Nurturing,Cold Call,2025-09-27,1473859,Retail,Pension Fund Management,Bahia
00Qb6641288cea6,Alice,Taylor,Vandelay Ind 11,New,LinkedIn,2025-03-11,13496178,Financial Services,Commercial Property,Sao Paulo
00Qddeed13a670b,Ivy,Jackson,Globex 1,Working,Partner,2025-03-30,3635374,Financial Services,Corporate Life Insurance,Distrito Federal
00Q4c2facc0f8e3,John,Johnson,Globex 58,Working,Web,2025-03-10,3613848,FinTech,Fleet Auto Insurance,Bahia
00Q2f2abe9fd2e1,Kelly,Johnson,Tyrell Corp 74,Working,Web,2025-05-15,3804701,Insurance,Commercial Property,Parana
00Qb93766429425,Mia,Brown,Massive Dynamic 63,Working,Partner,2025-06-02,7904716,Financial Services,Group Health Insurance,Santa Catarina
00Q7d45a84feaa9,Bob,Wilson,Tyrell Corp 32,New,Trade Show,2025-08-09,1055680,Healthcare,Cyber Liability Insurance,Rio de Janeiro
00Q376d7a31b905,Jane,Davis,Wayne Ent 18,Closed - Converted,Partner,2025-08-04,3582903,Insurance,Pension Fund Management,Rio de Janeiro
00Q034db4976b50,Mia,Anderson,Black Mesa 31,Nurturing,Referral,2025-05-12,18424519,Financial Services,Directors & Officers (D&O),Rio de Janeiro
00Q834baa780bd5,David,Thomas,Tyrell Corp 53,Working,Cold Call,2025-05-20,2159574,Financial Services,Directors & Officers (D&O),Parana
00Q4601a5572b8f,Eva,Davis,Wayne Ent 17,Working,Trade Show,2025-01-18,929539,FinTech,Cyber Liability Insurance,Sao Paulo
00Qb223e4b6b755,Liam,Jackson,Virtucon 51,Closed - Not Converted,Referral,2025-06-25,11831960,Financial Services,Cyber Liability Insurance,Bahia
00Q2135cc92f403,Bob,Thomas,LexCorp 47,Nurturing,Cold Call,2025-08-05,8346897,Financial Services,Commercial Property,Distrito Federal
00Q1964a5c71063,Bob,Williams,Acme Corp 75,Closed - Converted,LinkedIn,2025-02-24,11712852,Financial Services,Cyber Liability Insurance,Parana
00Qe53a6919dcf4,David,Doe,Wayne Ent 54,Working,Trade Show,2025-06-12,399446,Healthcare,Corporate Life Insurance,Bahia
00Q413ea4476ef7,Bob,Jackson,Acme Corp 24,Closed - Converted,Trade Show,2025-11-13,914895,Healthcare,Fleet Auto Insurance,Santa Catarina
00Q6d72eea4c72a,Alice,Wilson,Umbrella Corp 95,New,Cold Call,2025-11-22,13876922,Financial Services,Pension Fund Management,Distrito Federal
00Q00d629fcccaf,Frank,Harris,LexCorp 42,Closed - Not Converted,Web,2025-01-11,89588238,Financial Services,Commercial Property,Minas Gerais
00Qb38b9d413f04,Bob,Wilson,Globex 85,New,Trade Show,2025-01-31,1662995,Healthcare,Directors & Officers (D&O),Minas Gerais
00Qff971ab41272,John,White,Cyberdyne 84,Nurturing,LinkedIn,2025-06-27,4608105,Financial Services,Group Health Insurance,Rio de Janeiro
00Qdf33d8b53192,John,Moore,Virtucon 47,New,LinkedIn,2025-05-14,3942595,Financial Services,Pension Fund Management,Parana
00Q0496e886e0c6,Bob,Jackson,Cyberdyne 83,Closed - Converted,LinkedIn,2025-10-29,6672829,Financial Services,Group Health Insurance,Minas Gerais
00Qb58d63a86b9f,Kelly,Thomas,Globex 57,Closed - Converted,Web,2025-10-02,1756857,Financial Services,Cyber Liability Insurance,Rio Grande do Sul
00Qe7d6a7b463c0,Kelly,Davis,Massive Dynamic 42,Working,Cold Call,2025-02-16,4560976,Financial Services,Fleet Auto Insurance,Minas Gerais
00Qedde9993fbea,Henry,White,Globex 10,Working,Referral,2025-10-10,2075887,Financial Services,Pension Fund Management,Bahia
00Q33f6ab878ce2,Alice,Williams,Cyberdyne 6,New,Partner,2025-10-21,35187242,Financial Services,Fleet Auto Insurance,Parana
00Q444b22079f61,Kelly,Anderson,Black Mesa 61,New,Web,2025-08-16,798985,FinTech,Corporate Life Insurance,Santa Catarina
00Q6fb098d9ad6e,Alice,Wilson,MomCorp 44,Closed - Converted,Cold Call,2025-01-28,917358,Insurance,Cyber Liability Insurance,Minas Gerais
00Q05e65e3982df,John,Wilson,Hooli 16,New,Web,2025-07-03,4100230,FinTech,Commercial Property,Minas Gerais
00Q6a83b3881d1a,John,Thomas,MomCorp 31,Nurturing,Referral,2025-11-11,3304086,Insurance,Cyber Liability Insurance,Distrito Federal
00Q12841b72ae1e,Bob,Anderson,Gekko & Co 93,Working,Web,2025-06-01,687170,Insurance,Pension Fund Management,Distrito Federal
00Q6f05bdd54ea4,Liam,White,Dunder Mifflin 36,Working,Referral,2025-02-25,9106119,Financial Services,Corporate Life Insurance,Parana
00Qd809f5e8eead,Liam,Anderson,Virtucon 4,Closed - Converted,Cold Call,2025-05-03,1018091,FinTech,Directors & Officers (D&O),Sao Paulo
00Q1d5a97030600,Jack,Jackson,Virtucon 93,Closed - Converted,Cold Call,2025-03-11,6366921,Financial Services,Commercial Property,Parana
00Qf15b32ba3cca,Ivy,Smith,Wayne Ent 19,New,LinkedIn,2025-07-27,696033,Healthcare,Commercial Property,Minas Gerais
00Qbdf318ce7f25,Alice,Moore,Aperture Science 50,New,Web,2025-02-01,10366634,Financial Services,Directors & Officers (D&O),Rio Grande do Sul
00Q36bbd61f78ab,Grace,Anderson,MomCorp 26,Working,Referral,2025-01-18,2529653,FinTech,Corporate Life Insurance,Sao Paulo
00Qc717883e8263,Ivy,Davis,Virtucon 8,Working,Cold Call,2025-07-07,421798,Insurance,Group Health Insurance,Parana
00Q5449d47c9eb9,Liam,Johnson,Cyberdyne 13,Working,Referral,2025-05-28,310464,Insurance,Corporate Life Insurance,Rio de Janeiro
00Q9e0d8ddb53d5,Henry,Johnson,Soylent Corp 26,Closed - Converted,Trade Show,2025-09-18,13168189,Financial Services,Directors & Officers (D&O),Santa Catarina
00Qa6b0737075fc,Ivy,Wilson,Globex 96,Closed - Not Converted,Partner,2025-03-18,1726511,Retail,Group Health Insurance,Santa Catarina
00Q6879bd8caece,Charlie,Moore,Umbrella Corp 55,Closed - Not Converted,LinkedIn,2025-08-20,8144286,Insurance,Directors & Officers (D&O),Minas Gerais
00Qfa315f4a62a2,Ivy,Jackson,Globex 55,Closed - Converted,Web,2025-01-11,5668669,FinTech,Pension Fund Management,Santa Catarina
00Q694189425a7b,John,Moore,Soylent Corp 33,Closed - Converted,Referral,2025-07-26,1332874,Insurance,Group Health Insurance,Sao Paulo
00Qafb993993d6f,Jane,Harris,Soylent Corp 89,Working,Cold Call,2025-01-19,4180271,Financial Services,Fleet Auto Insurance,Parana
00Q043dd5b84ea9,Jack,Brown,Dunder Mifflin 67,Closed - Converted,Partner,2025-05-26,7446839,Financial Services,Pension Fund Management,Parana
00Q2e516d760ab4,Frank,White,Aperture Science 68,Closed - Converted,Cold Call,2025-01-24,482410,Insurance,Corporate Life Insurance,Distrito Federal
00Q2bd8e90b4d17,Ivy,Smith,Gekko & Co 83,Working,Web,2025-04-15,4472717,Financial Services,Commercial Property,Bahia
00Q6f989e4a62fa,Liam,Miller,Cyberdyne 71,Closed - Converted,Cold Call,2025-07-15,1150643,Banking,Commercial Property,Sao Paulo
00Qf0cde509ee1b,John,Davis,MomCorp 45,Closed - Converted,Partner,2025-10-29,12325883,Financial Services,Corporate Life Insurance,Rio Grande do Sul
00Q3b108f531dc7,Frank,Miller,Cyberdyne 99,New,Partner,2025-02-15,34760007,Financial Services,Cyber Liability Insurance,Rio de Janeiro
00Qfb5a3fdba39b,Bob,Davis,MomCorp 63,Working,Partner,2025-04-09,10681117,Financial Services,Commercial Property,Bahia
00Qb34ae96b7561,Eva,Wilson,Soylent Corp 77,Closed - Converted,Partner,2025-09-21,3003380,Financial Services,Group Health Insurance,Bahia
00Qcaa53c172196,Frank,Moore,Gekko & Co 43,Working,Cold Call,2025-08-19,3762308,Financial Services,Pension Fund Management,Minas Gerais
00Q057d25996449,Charlie,Wilson,Globex 69,Closed - Not Converted,Referral,2025-04-22,2656973,Insurance,Fleet Auto Insurance,Distrito Federal
00Qd896c3cd34af,Grace,Wilson,Cyberdyne 15,Nurturing,LinkedIn,2025-08-06,5599792,Financial Services,Fleet Auto Insurance,Rio de Janeiro
00Qfc6e7fbc9dc0,Liam,Anderson,Virtucon 84,Nurturing,Web,2025-11-19,16826471,Insurance,Directors & Officers (D&O),Santa Catarina
00Q61069e4b5b32,David,Johnson,Oscorp 94,New,LinkedIn,2025-08-08,1007393,Insurance,Pension Fund Management,Sao Paulo
00Q25e88dd09fdd,Ivy,Thomas,MomCorp 3,Working,Web,2025-06-20,4960160,Financial Services,Fleet Auto Insurance,Rio Grande do Sul
00Q4060259b7fe1,Bob,Brown,Soylent Corp 20,Closed - Converted,LinkedIn,2025-05-28,11707991,Financial Services,Group Health Insurance,Minas Gerais
00Q77e95f7e07e0,Mia,Taylor,Acme Corp 39,Working,Web,2025-07-07,1163316,Insurance,Corporate Life Insurance,Bahia
00Q8a5754c06197,Jack,Brown,Wayne Ent 80,New,Cold Call,2025-04-23,474259,Insurance,Commercial Property,Sao Paulo
00Q2f52d5c15c8d,Jack,Williams,Globex 55,Working,Web,2025-06-19,1577431,Insurance,Pension Fund Management,Santa Catarina
00Q1500a0ac1ce0,Grace,Taylor,Tyrell Corp 80,Working,Cold Call,2025-05-29,12773220,Financial Services,Directors & Officers (D&O),Distrito Federal
00Qc25a5cbd6c6a,Jack,Thomas,Umbrella Corp 31,Closed - Converted,Trade Show,2025-05-10,759990,Retail,Group Health Insurance,Parana
00Q36feb11c80b1,David,Thomas,Aperture Science 18,Working,Referral,2025-08-05,507568,Insurance,Directors & Officers (D&O),Sao Paulo
00Q7c38249e16c3,John,Thomas,Wayne Ent 90,New,Referral,2025-06-04,568466,Retail,Commercial Property,Parana
00Q692d2ddd2e6a,Jack,Harris,Vandelay Ind 17,Nurturing,LinkedIn,2025-10-27,8244218,Banking,Directors & Officers (D&O),Minas Gerais
00Qcd021d0f91c1,Liam,Jackson,Tyrell Corp 54,Nurturing,Trade Show,2025-07-27,17623018,Financial Services,Corporate Life Insurance,Bahia
00Qce6c1e89570b,Mia,Davis,Tyrell Corp 88,Working,Trade Show,2025-06-01,13300921,Banking,Directors & Officers (D&O),Parana
00Q6cf0fe24a311,Alice,Jackson,Tyrell Corp 96,Working,Trade Show,2025-11-24,23201208,FinTech,Pension Fund Management,Santa Catarina
00Qa5f1cb9b5dab,David,Miller,Massive Dynamic 56,New,Cold Call,2025-01-16,10451911,Financial Services,Commercial Property,Minas Gerais
00Q1b79c5f474e3,Mia,Harris,Aperture Science 83,Closed - Not Converted,Referral,2025-08-20,2215419,Insurance,Commercial Property,Santa Catarina
00Q6e3a19cac81c,John,Doe,Acme Corp 81,Closed - Not Converted,Cold Call,2025-10-10,4035655,Financial Services,Fleet Auto Insurance,Bahia
00Q69437403b3a3,Alice,Wilson,Massive Dynamic 25,Closed - Converted,Trade Show,2025-01-22,14515731,Financial Services,Cyber Liability Insurance,Minas Gerais
00Q63c329eeef68,Charlie,Williams,Stark Ind 46,New,Trade Show,2025-08-16,1943352,Insurance,Group Health Insurance,Distrito Federal
00Q12a63520aa80,Jack,Thomas,Vandelay Ind 29,Closed - Converted,Cold Call,2025-08-03,5191700,Banking,Commercial Property,Parana
00Q005f08ade280,Mia,Davis,Massive Dynamic 65,Closed - Converted,Partner,2025-08-11,2551657,Insurance,Directors & Officers (D&O),Distrito Federal
00Qa47a50284bff,Henry,Moore,LexCorp 80,Closed - Converted,Web,2025-06-02,275899,Healthcare,Corporate Life Insurance,Santa Catarina
00Q93e33c8719e0,Kelly,Thomas,Soylent Corp 49,Closed - Converted,Trade Show,2025-03-17,352018,Healthcare,Commercial Property,Sao Paulo
00Qe1bb4701a090,John,Davis,Oscorp 52,Closed - Converted,LinkedIn,2025-10-15,8940772,Financial Services,Cyber Liability Insurance,Minas Gerais
00Qb6162aba2ad6,Charlie,Brown,Initech 84,Working,Partner,2025-01-03,1491811,Financial Services,Fleet Auto Insurance,Rio Grande do Sul
00Qf830e263db6d,John,Thomas,Hooli 40,Working,Trade Show,2025-07-16,96772271,Banking,Corporate Life Insurance,Distrito Federal
00Q7ef29cdd6c8d,David,Johnson,LexCorp 89,Closed - Converted,Cold Call,2025-07-05,531146,Insurance,Cyber Liability Insurance,Rio de Janeiro
00Q73d1d13e28df,Jack,Moore,Umbrella Corp 79,Nurturing,Partner,2025-02-22,26053478,Financial Services,Cyber Liability Insurance,Minas Gerais
00Q4676d739991c,Frank,Doe,Aperture Science 75,Closed - Converted,Cold Call,2025-03-08,800319,Insurance,Commercial Property,Rio Grande do Sul
00Qf24c7786076d,Mia,Moore,Umbrella Corp 54,Closed - Not Converted,Referral,2025-09-14,6873172,Financial Services,Pension Fund Management,Parana
00Q30c0765d5460,Jane,Johnson,Black Mesa 52,Working,Partner,2025-10-14,2541405,Financial Services,Group Health Insurance,Rio Grande do Sul
00Q9469309ec257,David,Brown,Initech 47,Closed - Converted,Trade Show,2025-11-11,71359242,Banking,Group Health Insurance,Sao Paulo
00Qb0b5c1072d1d,Jane,Wilson,Tyrell Corp 6,Working,LinkedIn,2025-07-17,11566187,Financial Services,Cyber Liability Insurance,Distrito Federal
00Q1fc80993c331,Frank,Johnson,LexCorp 63,Closed - Converted,Partner,2025-03-22,7139163,Financial Services,Corporate Life Insurance,Bahia
00Q6c44a9cc6661,Kelly,Taylor,LexCorp 76,Working,Cold Call,2025-10-20,1968037,Financial Services,Commercial Property,Distrito Federal
00Q8591011c313e,Kelly,Moore,Massive Dynamic 57,Closed - Converted,Web,2025-02-10,53583682,Financial Services,Cyber Liability Insurance,Rio Grande do Sul
00Q4859aff0595a,Jane,Anderson,Stark Ind 95,Working,Referral,2025-08-12,7843348,Insurance,Fleet Auto Insurance,Sao Paulo
00Q1fdbc6930fa4,Eva,Davis,Virtucon 10,Closed - Not Converted,Trade Show,2025-07-06,1921327,Insurance,Pension Fund Management,Sao Paulo
00Qa773ffec727e,Mia,Doe,Oscorp 13,New,Trade Show,2025-01-14,8924828,Financial Services,Fleet Auto Insurance,Rio Grande do Sul
00Q7e57cb15d5e3,Henry,Taylor,MomCorp 77,Closed - Not Converted,Referral,2025-07-16,2041878,Financial Services,Group Health Insurance,Rio de Janeiro
00Q367042e08558,Jack,Anderson,Stark Ind 95,New,Cold Call,2025-09-06,5411727,Banking,Cyber Liability Insurance,Bahia
00Qf42a2a05953d,Jack,Taylor,Aperture Science 29,Closed - Not Converted,Web,2025-10-12,6089608,Insurance,Cyber Liability Insurance,Bahia
00Q838d9b50a1bb,Mia,Wilson,Globex 48,Closed - Converted,Trade Show,2025-08-18,13600011,Financial Services,Cyber Liability Insurance,Bahia
00Q93927b6c1fb3,Frank,Jackson,Cyberdyne 72,Working,Cold Call,2025-03-17,13304318,Financial Services,Commercial Property,Rio de Janeiro
00Qa2c33ba284df,Alice,Taylor,Initech 79,New,Cold Call,2025-11-20,5566536,Financial Services,Directors & Officers (D&O),Minas Gerais
00Qb858a557f10d,John,Moore,Wayne Ent 84,Working,Trade Show,2025-09-09,4314680,Financial Services,Directors & Officers (D&O),Parana
00Q7ea5f55a7c32,Henry,Moore,Massive Dynamic 74,New,Web,2025-06-04,54337438,Financial Services,Directors & Officers (D&O),Sao Paulo
00Qcf8707c2adcb,Frank,Doe,Dunder Mifflin 73,Closed - Converted,Cold Call,2025-01-10,13728518,Insurance,Pension Fund Management,Sao Paulo
00Q21841713fde9,Ivy,Moore,MomCorp 41,New,Referral,2025-03-13,4705209,Financial Services,Cyber Liability Insurance,Minas Gerais
00Qbfbf476ac4b1,Kelly,Thomas,Vandelay Ind 40,Closed - Not Converted,Cold Call,2025-03-01,31438267,Financial Services,Group Health Insurance,Rio Grande do Sul
00Qf1d0873dd3ed,Jane,Anderson,Dunder Mifflin 56,Closed - Converted,Cold Call,2025-02-17,5634731,Financial Services,Group Health Insurance,Minas Gerais
00Q32beb57434e0,Ivy,Brown,Acme Corp 25,New,Trade Show,2025-01-22,417337,FinTech,Cyber Liability Insurance,Bahia
00Q253569aaddf3,Kelly,Thomas,Dunder Mifflin 77,Working,Trade Show,2025-09-25,1745556,FinTech,Cyber Liability Insurance,Parana
00Q9b729054f187,Bob,Taylor,MomCorp 92,Closed - Converted,LinkedIn,2025-04-10,5356001,Financial Services,Group Health Insurance,Minas Gerais
00Q5e8b9a903e08,Jack,Harris,Vandelay Ind 35,Working,Cold Call,2025-06-03,203768,FinTech,Directors & Officers (D&O),Distrito Federal
00Qadd65466d2c0,Frank,White,Umbrella Corp 93,Closed - Converted,Partner,2025-01-12,1437871,FinTech,Fleet Auto Insurance,Sao Paulo
00Q12a5cd51fbfd,Alice,Taylor,Initech 11,Closed - Not Converted,Trade Show,2025-11-26,222536,Insurance,Corporate Life Insurance,Sao Paulo
00Q0ba04c05cb89,Bob,Smith,Massive Dynamic 15,Closed - Converted,Web,2025-10-22,605601,Insurance,Directors & Officers (D&O),Rio Grande do Sul
00Q5b94626a3a5b,Charlie,Williams,MomCorp 41,Closed - Not Converted,Cold Call,2025-09-13,1267215,Financial Services,Fleet Auto Insurance,Bahia
00Q2c130b44bf25,Liam,Moore,Gekko & Co 71,Working,Partner,2025-07-16,2895710,Insurance,Commercial Property,Santa Catarina
00Q85469672b063,Mia,Wilson,Initech 38,Working,Cold Call,2025-03-11,1288831,Insurance,Group Health Insurance,Santa Catarina
00Q2456780e29f5,Kelly,Davis,Soylent Corp 61,Working,Web,2025-08-23,2897741,Financial Services,Commercial Property,Rio de Janeiro
00Qfff5debdb0c5,Mia,Jackson,Stark Ind 76,New,Referral,2025-03-30,423903,Insurance,Group Health Insurance,Santa Catarina
00Q7f26945e86a5,Ivy,Johnson,Umbrella Corp 89,New,Referral,2025-07-23,4249280,Financial Services,Pension Fund Management,Rio Grande do Sul
00Q7188c162ca2a,David,Anderson,Gekko & Co 66,Closed - Converted,Partner,2025-09-28,1172815,FinTech,Commercial Property,Minas Gerais
00Qbac4e447615f,Alice,Brown,Vandelay Ind 50,Nurturing,Referral,2025-03-28,4205220,Insurance,Commercial Property,Minas Gerais
00Q0f179c476024,Grace,Miller,Umbrella Corp 48,Working,Cold Call,2025-04-03,2750022,Insurance,Directors & Officers (D&O),Rio de Janeiro
00Q6ccb087b5500,Jane,Doe,Wayne Ent 26,Working,Referral,2025-03-02,260008,Insurance,Group Health Insurance,Bahia
00Q9aabf0f6659a,Henry,White,Vandelay Ind 95,Closed - Converted,LinkedIn,2025-05-27,3923636,Financial Services,Corporate Life Insurance,Santa Catarina
00Qbe13ea41862f,Eva,Johnson,Aperture Science 52,Closed - Not Converted,Referral,2025-01-06,627826,Retail,Cyber Liability Insurance,Bahia
00Q50ad05554d57,Alice,Brown,Massive Dynamic 9,New,LinkedIn,2025-10-28,2123585,FinTech,Directors & Officers (D&O),Minas Gerais
00Qabaa6eba94e5,Grace,Moore,Initech 39,Closed - Converted,Referral,2025-04-30,6467425,Retail,Directors & Officers (D&O),Sao Paulo
00Qec3e87b943c8,Mia,Moore,Tyrell Corp 7,Working,Partner,2025-07-16,1416679,Insurance,Cyber Liability Insurance,Santa Catarina
00Q9c76e97b1f5c,Liam,Harris,Cyberdyne 88,Closed - Not Converted,Partner,2025-10-21,294509,FinTech,Cyber Liability Insurance,Rio de Janeiro
00Qff36e0ce6040,Eva,Davis,Vandelay Ind 71,Nurturing,Cold Call,2025-03-12,9014716,Financial Services,Directors & Officers (D&O),Bahia
00Q23d74f09d0aa,Eva,Harris,Hooli 82,Nurturing,LinkedIn,2025-07-07,31103087,Financial Services,Fleet Auto Insurance,Bahia
00Q1e72176703a1,Alice,Taylor,Umbrella Corp 55,Nurturing,Web,2025-05-26,2423177,Financial Services,Cyber Liability Insurance,Rio Grande do Sul
00Q26a01e48521d,Alice,Johnson,Black Mesa 22,New,Web,2025-02-17,10545170,Financial Services,Cyber Liability Insurance,Parana
00Q295d05b0ccd2,Liam,Doe,Soylent Corp 37,Closed - Converted,Trade Show,2025-10-23,18276548,Financial Services,Pension Fund Management,Distrito Federal
00Qdb4fc4e4617e,Bob,Williams,Acme Corp 30,Working,Trade Show,2025-02-13,13440373,Financial Services,Fleet Auto Insurance,Sao Paulo
00Q80b52d0d59b5,John,Doe,Oscorp 75,Closed - Converted,Partner,2025-01-02,1588022,Banking,Commercial Property,Sao Paulo
00Q3abd039a02a4,Ivy,Miller,Acme Corp 65,Working,Trade Show,2025-05-29,40831078,Banking,Directors & Officers (D&O),Minas Gerais
00Q960ef6cbbeff,Alice,Doe,Initech 52,Closed - Not Converted,Partner,2025-08-11,2673230,Insurance,Directors & Officers (D&O),Sao Paulo
00Qe8937fbc221c,Henry,Miller,Dunder Mifflin 40,Working,Referral,2025-01-07,3481089,Financial Services,Directors & Officers (D&O),Rio de Janeiro
00Q6fdead8ee0c5,Ivy,Wilson,Dunder Mifflin 62,New,Cold Call,2025-10-23,460903,Insurance,Commercial Property,Rio de Janeiro
00Qbf3391728c41,Alice,Thomas,Globex 54,New,Trade Show,2025-07-21,1236574,Insurance,Directors & Officers (D&O),Minas Gerais
00Q6748aef1381c,Alice,Davis,Cyberdyne 68,Working,Trade Show,2025-06-25,3776498,Insurance,Group Health Insurance,Distrito Federal
00Q95ce8dcb308e,John,Miller,Vandelay Ind 34,New,LinkedIn,2025-10-29,24294394,Banking,Commercial Property,Distrito Federal
00Q1a0d88692f6d,Bob,Miller,Initech 49,New,Web,2025-08-28,11672644,Banking,Pension Fund Management,Bahia
